"","TX_AMOUNT","TX_TIME_SECONDS","TX_TIME_DAYS","TX_FRAUD"
"9016",695.76,9306541,107,"0"
"9017",647.26,2139292,24,"0"
"9018",570.13,8565301,99,"0"
"9019",144.98,4195548,48,"0"
"9020",329.49,8283128,95,"0"
"9021",56.13,1771369,20,"0"
"9022",535.87,7075163,81,"0"
"9023",658.64,7912935,91,"0"
"9024",235.21,7872383,91,"0"
"9025",919.35,5248745,60,"0"
"9026",848.39,7502644,86,"0"
"9027",753.86,3260935,37,"0"
"9028",696.97,3344619,38,"0"
"9029",99.45,2772522,32,"0"
"9030",167.01,2116346,24,"0"
"9031",851.56,8757534,101,"0"
"9032",421.5,2298341,26,"0"
"9033",188.82,2709785,31,"0"
"9034",78.98,389168,4,"0"
"9035",95.45,4589197,53,"0"
"9036",39.77,8848920,102,"0"
"9037",873.37,5384001,62,"0"
"9038",108.93,2400168,27,"0"
"9039",34.46,4694526,54,"0"
"9040",699.65,934577,10,"0"
"9041",362.34,4802683,55,"0"
"9042",438.98,3321179,38,"0"
"9043",50.85,7869598,91,"0"
"9044",328.66,386144,4,"0"
"9045",267.53,1707389,19,"0"
"9046",320.53,3345345,38,"0"
"9047",226.58,7808093,90,"0"
"9048",570.15,2970736,34,"0"
"9049",5.16,5148807,59,"0"
"9050",628.41,797909,9,"0"
"9051",93.02,498163,5,"0"
"9052",255.93,4718001,54,"0"
"9053",165.14,7307651,84,"0"
"9054",448.96,9138117,105,"0"
"9055",367.17,4876800,56,"0"
"9056",944.46,4628234,53,"0"
"9057",197.07,2950023,34,"0"
"9058",314.88,9338103,108,"0"
"9059",800.43,6362772,73,"0"
"9060",5.79,9290275,107,"0"
"9061",107.88,1102498,12,"0"
"9062",610.02,7557826,87,"0"
"9063",267.76,4644753,53,"0"
"9064",129.17,8838496,102,"0"
"9065",416.23,4272416,49,"0"
"9066",360.06,8885034,102,"0"
"9067",516.51,8949508,103,"0"
"9068",842.17,9185313,106,"0"
"9069",68.6,2969151,34,"0"
"9070",145.39,6917533,80,"0"
"9071",566.16,478340,5,"0"
"9072",73.22,8239792,95,"0"
"9073",349.83,4357819,50,"0"
"9074",380.86,133660,1,"0"
"9075",48.9,995797,11,"0"
"9076",186.56,4436534,51,"0"
"9077",354.49,1868475,21,"0"
"9078",378.83,1069331,12,"0"
"9079",368.66,3329524,38,"0"
"9080",995.3,3855876,44,"0"
"9081",604.39,400849,4,"0"
"9082",9.91,3777059,43,"0"
"9083",40.63,5388913,62,"0"
"9084",53.69,8851912,102,"0"
"9085",352.4,4895239,56,"0"
"9086",476.77,4365171,50,"0"
"9087",38.31,2901320,33,"0"
"9088",248.99,4539696,52,"0"
"9089",93.41,4608166,53,"0"
"9090",57.1,5249937,60,"0"
"9091",87.93,3962162,45,"0"
"9092",424.34,8428486,97,"0"
"9093",245.31,57790,0,"0"
"9094",613.22,4811672,55,"0"
"9095",356.66,697975,8,"0"
"9096",641.47,7179163,83,"0"
"9097",239.24,3760034,43,"0"
"9098",74.68,556166,6,"0"
"9099",77.58,2373462,27,"0"
"9100",63.57,5222580,60,"0"
"9101",717.47,6231551,72,"0"
"9102",795.82,6087020,70,"0"
"9103",881.04,7309873,84,"0"
"9104",630.85,532529,6,"0"
"9105",587.85,300352,3,"0"
"9106",805.32,7747551,89,"0"
"9107",140.9,9035446,104,"0"
"9108",41.61,3853728,44,"0"
"9109",150.75,9337357,108,"0"
"9110",203.93,6064623,70,"0"
"9111",506.59,387216,4,"0"
"9112",416.61,5213628,60,"0"
"9113",16.28,7218441,83,"0"
"9114",444.32,4612019,53,"0"
"9115",708.62,5728329,66,"0"
"9116",230.49,5708748,66,"0"
"9117",610.34,6941378,80,"0"
"9118",828.77,2858676,33,"0"
"9119",663.57,614961,7,"0"
"9120",747.87,3009120,34,"0"
"9121",622.33,3246198,37,"0"
"9122",917.41,219076,2,"0"
"9123",563.19,2351745,27,"0"
"9124",902.58,8302072,96,"0"
"9125",410.17,5855738,67,"0"
"9126",219.07,5820836,67,"0"
"9127",60.39,4122575,47,"0"
"9128",938.03,4188979,48,"0"
"9129",727.76,3664334,42,"0"
"9130",340.33,7458397,86,"0"
"9131",142.31,6087350,70,"0"
"9132",382.66,2214482,25,"0"
"9133",591.8,3387902,39,"0"
"9134",24.98,704393,8,"0"
"9135",706.62,7210771,83,"0"
"9136",31.67,4307106,49,"0"
"9137",126.41,3747635,43,"0"
"9138",38.4,7043365,81,"0"
"9139",625.27,6280119,72,"0"
"9140",274.7,4626546,53,"0"
"9141",346.21,6229810,72,"0"
"9142",86.03,3918419,45,"0"
"9143",906.49,752849,8,"0"
"9144",369.57,5219307,60,"0"
"9145",537.82,8693016,100,"0"
"9146",21.96,4036828,46,"0"
"9147",138.74,5761192,66,"0"
"9148",226.71,2970498,34,"0"
"9149",58.44,2546398,29,"0"
"9150",127.24,4190456,48,"0"
"9151",300.31,2289125,26,"0"
"9152",53,212122,2,"0"
"9153",365.33,1503676,17,"0"
"9154",708.49,319876,3,"0"
"9155",991.35,556714,6,"0"
"9156",200.34,8005608,92,"0"
"9157",10.59,2188410,25,"0"
"9158",399.69,8868676,102,"0"
"9159",382.07,1088725,12,"0"
"9160",663.13,6091574,70,"0"
"9161",729.35,4774109,55,"0"
"9162",702.5,4564159,52,"0"
"9163",310.89,6263191,72,"0"
"9164",260.56,8028955,92,"0"
"9165",507.89,1428479,16,"0"
"9166",28.61,2127324,24,"0"
"9167",917.15,6712610,77,"0"
"9168",545.69,3419467,39,"0"
"9169",708.55,10817,0,"0"
"9170",667.92,9436118,109,"0"
"9171",510.16,4705312,54,"0"
"9172",296.47,8433447,97,"0"
"9173",511.6,2864015,33,"0"
"9174",537.22,7068836,81,"0"
"9175",273.62,470130,5,"0"
"9176",193.06,2360014,27,"0"
"9177",109.3,121173,1,"0"
"9178",948.38,6694071,77,"0"
"9179",66.22,270225,3,"0"
"9180",588.66,4244684,49,"0"
"9181",178.29,8682359,100,"0"
"9182",669.67,3787756,43,"0"
"9183",484.85,5053512,58,"0"
"9184",75.18,7329843,84,"0"
"9185",49.02,2977737,34,"0"
"9186",281.06,1707517,19,"0"
"9187",84.28,2733163,31,"0"
"9188",59.84,3753922,43,"0"
"9189",172.3,2473833,28,"0"
"9190",69.33,4522190,52,"0"
"9191",882.24,1677324,19,"0"
"9192",50.83,2649220,30,"0"
"9193",50.64,2455058,28,"0"
"9194",704.28,8168232,94,"0"
"9195",268.48,1177070,13,"0"
"9196",109.71,4108853,47,"0"
"9197",513.23,8256680,95,"0"
"9198",257.12,8248430,95,"0"
"9199",202.71,7551833,87,"0"
"9200",67.94,4869660,56,"0"
"9201",128.19,5691708,65,"0"
"9202",385.39,8421742,97,"0"
"9203",626.3,2125669,24,"0"
"9204",615.91,564991,6,"0"
"9205",314.44,1793773,20,"0"
"9206",368.31,8494752,98,"0"
"9207",145.97,3935789,45,"0"
"9208",167.8,1440275,16,"0"
"9209",169.3,2443799,28,"0"
"9210",673.32,3253528,37,"0"
"9211",795.1,4195259,48,"0"
"9212",61.02,1329705,15,"0"
"9213",398.58,5486412,63,"0"
"9214",886.07,2464815,28,"0"
"9215",819.97,7028040,81,"0"
"9216",193.69,7439642,86,"0"
"9217",476.02,3596029,41,"0"
"9218",876.44,8419815,97,"0"
"9219",642.48,3197623,37,"0"
"9220",278.41,6345446,73,"0"
"9221",201.18,5064367,58,"0"
"9222",594.33,8497942,98,"0"
"9223",124.33,5107696,59,"0"
"9224",164.29,7732489,89,"0"
"9225",21.9,4993021,57,"0"
"9226",988.33,3308739,38,"0"
"9227",67.53,6532040,75,"0"
"9228",825.64,6610051,76,"0"
"9229",206.13,8450981,97,"0"
"9230",806.18,4631600,53,"0"
"9231",351.08,5383952,62,"0"
"9232",475.46,2381130,27,"0"
"9233",840.63,2991291,34,"0"
"9234",734.56,1780793,20,"0"
"9235",663.59,3073719,35,"0"
"9236",84.16,673266,7,"0"
"9237",157.67,5185309,60,"0"
"9238",249.34,2102501,24,"0"
"9239",136.43,1092044,12,"0"
"9240",265.92,3289415,38,"0"
"9241",343.2,1706114,19,"0"
"9242",453.53,6938862,80,"0"
"9243",210.35,7880395,91,"0"
"9244",60.77,4122859,47,"0"
"9245",467.02,5749138,66,"0"
"9246",224.58,5338764,61,"0"
"9247",338.14,2708007,31,"0"
"9248",439.35,104518,1,"0"
"9249",359.65,3463287,40,"0"
"9250",148.61,8583201,99,"0"
"9251",438.9,4781015,55,"0"
"9252",261.43,651713,7,"0"
"9253",700.7,1508925,17,"0"
"9254",792.69,6133421,70,"0"
"9255",706.74,7275878,84,"0"
"9256",163.08,6017136,69,"0"
"9257",381.75,897217,10,"0"
"9258",714.2,1856570,21,"0"
"9259",127.13,7040840,81,"0"
"9260",375.01,9358191,108,"0"
"9261",178.84,536084,6,"0"
"9262",317.66,1562092,18,"0"
"9263",271.33,1019015,11,"0"
"9264",324.42,8623449,99,"0"
"9265",619.91,1426363,16,"0"
"9266",964.67,4011119,46,"0"
"9267",579.06,3328776,38,"0"
"9268",967.34,7046428,81,"0"
"9269",28.06,7217170,83,"0"
"9270",210.99,4353712,50,"0"
"9271",697.58,3924526,45,"0"
"9272",67.39,5995438,69,"0"
"9273",870.18,1607267,18,"0"
"9274",573.93,8968942,103,"0"
"9275",430.59,4279282,49,"0"
"9276",240.41,1690494,19,"0"
"9277",584.43,4181856,48,"0"
"9278",105.37,6761386,78,"0"
"9279",253.91,5487921,63,"0"
"9280",748.09,7453987,86,"0"
"9281",114.2,3804723,44,"0"
"9282",487.44,5142386,59,"0"
"9283",483.73,8493372,98,"0"
"9284",859.35,8191652,94,"0"
"9285",305.67,3555579,41,"0"
"9286",496.19,2958992,34,"0"
"9287",868.27,3999217,46,"0"
"9288",79.9,721459,8,"0"
"9289",264.58,4102944,47,"0"
"9290",67.99,5693841,65,"0"
"9291",280.7,7824871,90,"0"
"9292",213.54,2131103,24,"0"
"9293",495.19,7190774,83,"0"
"9294",85.28,8100718,93,"0"
"9295",366.92,3827110,44,"0"
"9296",383.64,7656211,88,"0"
"9297",195.85,1477356,17,"0"
"9298",702.16,7736428,89,"0"
"9299",38.1,3002591,34,"0"
"9300",139.35,2286200,26,"0"
"9301",158.53,6600073,76,"0"
"9302",719.82,3476494,40,"0"
"9303",861.12,7619711,88,"0"
"9304",406.35,4706763,54,"0"
"9305",61.71,3886458,44,"0"
"9306",230.39,4954868,57,"0"
"9307",656.5,8522810,98,"0"
"9308",996.57,8845406,102,"0"
"9309",529.82,1752831,20,"0"
"9310",85.94,3244992,37,"0"
"9311",316.15,7131138,82,"0"
"9312",949.93,6592649,76,"0"
"9313",734.95,7468156,86,"0"
"9314",76.05,5836884,67,"0"
"9315",294.22,3853040,44,"0"
"9316",377.88,5934949,68,"0"
"9317",12.64,2791925,32,"0"
"9318",656.58,1368900,15,"0"
"9319",29.41,733627,8,"0"
"9320",6.19,4270449,49,"0"
"9321",273.51,7899552,91,"0"
"9322",569.13,2827898,32,"0"
"9323",230.68,980605,11,"0"
"9324",377.78,282238,3,"0"
"9325",120.95,2213467,25,"0"
"9326",407.47,9408279,108,"0"
"9327",197.34,999027,11,"0"
"9328",109.92,6446370,74,"0"
"9329",221.63,7367130,85,"0"
"9330",821.18,3240033,37,"0"
"9331",107.23,1165747,13,"0"
"9332",602.69,9225666,106,"0"
"9333",443.93,9021622,104,"0"
"9334",407.24,3931311,45,"0"
"9335",490.11,6774578,78,"0"
"9336",397.27,2774744,32,"0"
"9337",674.53,8890414,102,"0"
"9338",424.26,7561349,87,"0"
"9339",79.02,1001211,11,"0"
"9340",816.24,1589739,18,"0"
"9341",21.23,1406867,16,"0"
"9342",252.14,1581465,18,"0"
"9343",530.5,3078565,35,"0"
"9344",240.18,5205847,60,"0"
"9345",537.06,7733023,89,"0"
"9346",563.9,3659510,42,"0"
"9347",72.77,695194,8,"0"
"9348",407.14,4349604,50,"0"
"9349",218.86,1075578,12,"0"
"9350",255.7,8601813,99,"0"
"9351",66.75,62660,0,"0"
"9352",260.06,333085,3,"0"
"9353",127.7,6795182,78,"0"
"9354",209.28,1257261,14,"0"
"9355",15.45,8766968,101,"0"
"9356",187.82,8494474,98,"0"
"9357",3.82,3026973,35,"0"
"9358",870.71,3771480,43,"0"
"9359",45.7,6276229,72,"0"
"9360",561.3,1092651,12,"0"
"9361",97.12,3828843,44,"0"
"9362",251.86,1418472,16,"0"
"9363",95.67,5324813,61,"0"
"9364",72.1,7926161,91,"0"
"9365",627.34,7600133,87,"0"
"9366",140.3,6255156,72,"0"
"9367",752.5,4545166,52,"0"
"9368",151.7,7193007,83,"0"
"9369",167.58,1781629,20,"0"
"9370",28.2,1764447,20,"0"
"9371",811.73,6742270,78,"0"
"9372",804.78,1361588,15,"0"
"9373",442.96,7477796,86,"0"
"9374",141.27,2289712,26,"0"
"9375",310.84,8235597,95,"0"
"9376",260.64,1960243,22,"0"
"9377",384.95,8416652,97,"0"
"9378",62.23,8606612,99,"0"
"9379",579.26,5592120,64,"0"
"9380",342.5,4368464,50,"0"
"9381",86.34,8647121,100,"0"
"9382",67.15,7565954,87,"0"
"9383",419.3,5565902,64,"0"
"9384",218.9,2691785,31,"0"
"9385",461.76,9203572,106,"0"
"9386",26.45,138058,1,"0"
"9387",937.13,9228661,106,"0"
"9388",21.8,4733860,54,"0"
"9389",782.3,3784658,43,"0"
"9390",38.13,2399508,27,"0"
"9391",769.76,7590244,87,"0"
"9392",900.07,6773313,78,"0"
"9393",203.66,7547530,87,"0"
"9394",438.68,5345065,61,"0"
"9395",800.36,3851792,44,"0"
"9396",712.57,1076756,12,"0"
"9397",761.03,4802727,55,"0"
"9398",750.56,8792294,101,"0"
"9399",102.09,2887317,33,"0"
"9400",253.04,1126245,13,"0"
"9401",547.65,7990771,92,"0"
"9402",116.18,3447081,39,"0"
"9403",218.07,1629158,18,"0"
"9404",684.96,3773108,43,"0"
"9405",812.72,2639126,30,"0"
"9406",813.35,8412746,97,"0"
"9407",311.92,4729246,54,"0"
"9408",427.82,4274665,49,"0"
"9409",116.61,131602,1,"0"
"9410",112.61,6769230,78,"0"
"9411",31.45,6631396,76,"0"
"9412",216.11,7081097,81,"0"
"9413",49.49,4711167,54,"0"
"9414",483.96,8502003,98,"0"
"9415",108.19,1452095,16,"0"
"9416",189.18,8336862,96,"0"
"9417",645.18,8960372,103,"0"
"9418",317.94,5742458,66,"0"
"9419",351.2,4701307,54,"0"
"9420",485.68,4178280,48,"0"
"9421",262.73,3421634,39,"0"
"9422",549.5,8003803,92,"0"
"9423",485.53,4349356,50,"0"
"9424",754.6,6627908,76,"0"
"9425",937.45,2647443,30,"0"
"9426",823.49,640294,7,"0"
"9427",531.18,8680463,100,"0"
"9428",276.7,8310963,96,"0"
"9429",505.76,4629891,53,"0"
"9430",832.22,9276531,107,"0"
"9431",411.03,1774994,20,"0"
"9432",462.68,1418594,16,"0"
"9433",320.79,3879460,44,"0"
"9434",77.41,6663267,77,"0"
"9435",2.81,6101245,70,"0"
"9436",357.93,8337308,96,"0"
"9437",812.41,3161203,36,"0"
"9438",549.61,547145,6,"0"
"9439",214.33,3325515,38,"0"
"9440",218.04,5535507,64,"0"
"9441",665.96,3461472,40,"0"
"9442",199.24,9010076,104,"0"
"9443",181.6,6714826,77,"0"
"9444",45.64,6158634,71,"0"
"9445",624.79,6594727,76,"0"
"9446",638.02,7475982,86,"0"
"9447",720.72,3054920,35,"0"
"9448",66.41,1594224,18,"0"
"9449",728.5,3231972,37,"0"
"9450",420.32,9134726,105,"0"
"9451",621.55,7105485,82,"0"
"9452",569.54,5151294,59,"0"
"9453",665.74,8890753,102,"0"
"9454",892.55,4020357,46,"0"
"9455",793.3,3384310,39,"0"
"9456",535.34,2999940,34,"0"
"9457",860.44,220738,2,"0"
"9458",367.46,8611231,99,"0"
"9459",6.17,1176853,13,"0"
"9460",47.48,5154436,59,"0"
"9461",111.97,2808620,32,"0"
"9462",473.66,8089188,93,"0"
"9463",390.62,9194149,106,"0"
"9464",709.39,1146689,13,"0"
"9465",58.97,3167317,36,"0"
"9466",338.64,2365515,27,"0"
"9467",141.66,8350349,96,"0"
"9468",693.56,4448090,51,"0"
"9469",7.15,2026402,23,"0"
"9470",264.84,8014506,92,"0"
"9471",270.86,6194697,71,"0"
"9472",680.07,1703750,19,"0"
"9473",370.81,3913246,45,"0"
"9474",74.58,449208,5,"0"
"9475",118.44,2799157,32,"0"
"9476",140.21,8742542,101,"0"
"9477",215.01,6602538,76,"0"
"9478",727.76,811437,9,"0"
"9479",39.52,511828,5,"0"
"9480",813.95,4269934,49,"0"
"9481",28.98,6549717,75,"0"
"9482",209.62,3749310,43,"0"
"9483",710.9,9000,0,"0"
"9484",785.24,4610621,53,"0"
"9485",583.87,3378825,39,"0"
"9486",434.04,7715276,89,"0"
"9487",621.22,3676787,42,"0"
"9488",194.63,6196007,71,"0"
"9489",251.41,9353408,108,"0"
"9490",20.39,4216662,48,"0"
"9491",829.09,2592328,30,"0"
"9492",374.28,1341926,15,"0"
"9493",533.22,4271676,49,"0"
"9494",881.57,5039366,58,"0"
"9495",595.65,3143966,36,"0"
"9496",874.77,1954727,22,"0"
"9497",510.45,2053873,23,"0"
"9498",751.41,6338154,73,"0"
"9499",665.42,7385750,85,"0"
"9500",542.55,8266906,95,"0"
"9501",806.03,2646221,30,"0"
"9502",293.8,226321,2,"0"
"9503",64.61,7568141,87,"0"
"9504",859.65,835469,9,"0"
"9505",694.35,2208654,25,"0"
"9506",244.15,6613079,76,"0"
"9507",111.28,1393110,16,"0"
"9508",23.04,8417296,97,"0"
"9509",788.76,7373748,85,"0"
"9510",407.95,3860729,44,"0"
"9511",658.57,428118,4,"0"
"9512",26.61,8385575,97,"0"
"9513",902.1,4466059,51,"0"
"9514",636.14,4119999,47,"0"
"9515",642.88,998112,11,"0"
"9516",420.08,2013821,23,"0"
"9517",720.54,3072292,35,"0"
"9518",396.2,6866789,79,"0"
"9519",793.35,6723530,77,"0"
"9520",91.2,3651051,42,"0"
"9521",955.17,5998823,69,"0"
"9522",112.58,2116029,24,"0"
"9523",130.22,2532105,29,"0"
"9524",28.3,9443878,109,"0"
"9525",232.24,7752091,89,"0"
"9526",39.67,3846408,44,"0"
"9527",770.33,7918226,91,"0"
"9528",376.22,9111027,105,"0"
"9529",63.74,2879590,33,"0"
"9530",104.78,2342122,27,"0"
"9531",76.53,9135851,105,"0"
"9532",525.19,1006842,11,"0"
"9533",902.16,1941865,22,"0"
"9534",132.59,9184921,106,"0"
"9535",453.79,8441563,97,"0"
"9536",936.82,3487710,40,"0"
"9537",141.8,8413550,97,"0"
"9538",65.06,4590030,53,"0"
"9539",438.31,6515815,75,"0"
"9540",736.24,7980111,92,"0"
"9541",440.58,4548456,52,"0"
"9542",83.69,1301010,15,"0"
"9543",946.8,2892647,33,"0"
"9544",976.01,817922,9,"0"
"9545",22.39,1815933,21,"0"
"9546",314.15,8132954,94,"0"
"9547",49.44,229013,2,"0"
"9548",53.12,6788409,78,"0"
"9549",304.02,7011985,81,"0"
"9550",86.5,992482,11,"0"
"9551",810.81,2701175,31,"0"
"9552",134.17,3011130,34,"0"
"9553",400.58,5483769,63,"0"
"9554",182.68,238671,2,"0"
"9555",96.92,3925490,45,"0"
"9556",39.61,4949331,57,"0"
"9557",663.51,7855346,90,"0"
"9558",163.28,9354976,108,"0"
"9559",61.37,5758051,66,"0"
"9560",200,5807284,67,"0"
"9561",199.8,4031781,46,"0"
"9562",830.05,6967624,80,"0"
"9563",75.03,6775064,78,"0"
"9564",702.16,8514244,98,"0"
"9565",38.83,7226535,83,"0"
"9566",392.73,747452,8,"0"
"9567",354.3,5616157,65,"0"
"9568",163.64,2981267,34,"0"
"9569",96.28,4901069,56,"0"
"9570",178.08,2397376,27,"0"
"9571",160.47,5029030,58,"0"
"9572",766.11,4257074,49,"0"
"9573",277.75,2033455,23,"0"
"9574",32.2,3606034,41,"0"
"9575",558.42,7045202,81,"0"
"9576",509.31,6437096,74,"0"
"9577",822.06,1328186,15,"0"
"9578",110.31,470217,5,"0"
"9579",29.44,8414851,97,"0"
"9580",465.14,6350301,73,"0"
"9581",91.69,7450446,86,"0"
"9582",245.33,8685972,100,"0"
"9583",707.52,7829224,90,"0"
"9584",425.03,5066596,58,"0"
"9585",86.84,5855559,67,"0"
"9586",905.84,7897576,91,"0"
"9587",772.15,4878247,56,"0"
"9588",5.74,4631228,53,"0"
"9589",637.97,8242717,95,"0"
"9590",870.1,2222811,25,"0"
"9591",802.87,224361,2,"0"
"9592",138.56,3340782,38,"0"
"9593",286.51,2778237,32,"0"
"9594",455.44,646861,7,"0"
"9595",716.42,6965463,80,"0"
"9596",911.74,2022974,23,"0"
"9597",775.96,1844124,21,"0"
"9598",126.85,6449221,74,"0"
"9599",166.29,1133391,13,"0"
"9600",294.28,6440107,74,"0"
"9601",488.75,7473428,86,"0"
"9602",814.93,7955294,92,"0"
"9603",276.38,2462538,28,"0"
"9604",157.56,9174103,106,"0"
"9605",388.43,1841375,21,"0"
"9606",505.25,2720825,31,"0"
"9607",505.49,1664217,19,"0"
"9608",637.85,769126,8,"0"
"9609",176.77,3029363,35,"0"
"9610",623.65,5385666,62,"0"
"9611",192.39,4375914,50,"0"
"9612",770.98,3758345,43,"0"
"9613",817.56,1511771,17,"0"
"9614",146.3,2405456,27,"0"
"9615",173.47,4194480,48,"0"
"9616",212.77,4577881,52,"0"
"9617",496.22,3665881,42,"0"
"9618",268.29,4254935,49,"0"
"9619",436.74,644838,7,"0"
"9620",122.01,6274258,72,"0"
"9621",32.23,7224757,83,"0"
"9622",758.73,7725413,89,"0"
"9623",959.35,5038246,58,"0"
"9624",301.04,3404468,39,"0"
"9625",709.62,7028217,81,"0"
"9626",572.39,5409569,62,"0"
"9627",205.74,1561597,18,"0"
"9628",290.26,4527631,52,"0"
"9629",876.99,2874623,33,"0"
"9630",556.92,6472968,74,"0"
"9631",279.97,4841558,56,"0"
"9632",209.09,6776273,78,"0"
"9633",248.81,6629037,76,"0"
"9634",82.11,6782258,78,"0"
"9635",287.83,27471,0,"0"
"9636",19.45,3979158,46,"0"
"9637",193.25,5450456,63,"0"
"9638",660.32,1088694,12,"0"
"9639",140.66,9201991,106,"0"
"9640",365.35,5492235,63,"0"
"9641",697.87,3847378,44,"0"
"9642",387,5039400,58,"0"
"9643",964.99,5152008,59,"0"
"9644",908.47,2351899,27,"0"
"9645",268.02,3463224,40,"0"
"9646",311.48,2009664,23,"0"
"9647",100.36,7959201,92,"0"
"9648",549.53,499880,5,"0"
"9649",14.8,7044816,81,"0"
"9650",32.7,6104435,70,"0"
"9651",263.17,2308599,26,"0"
"9652",583.1,3978666,46,"0"
"9653",720.85,7879908,91,"0"
"9654",882.5,4013255,46,"0"
"9655",767.43,1153483,13,"0"
"9656",72.43,7993083,92,"0"
"9657",920.89,3836325,44,"0"
"9658",228.44,2180031,25,"0"
"9659",333.48,9411169,108,"0"
"9660",47.88,7841053,90,"0"
"9661",278.41,9196528,106,"0"
"9662",642.36,790118,9,"0"
"9663",470.45,644008,7,"0"
"9664",499.87,938006,10,"0"
"9665",352.69,7629855,88,"0"
"9666",715.03,2774983,32,"0"
"9667",428.1,4016414,46,"0"
"9668",149.01,1260370,14,"0"
"9669",549.51,6171230,71,"0"
"9670",265.15,6742504,78,"0"
"9671",600.75,7306251,84,"0"
"9672",267.07,8220105,95,"0"
"9673",424.15,7783151,90,"0"
"9674",230.5,3696219,42,"0"
"9675",147.4,2282328,26,"0"
"9676",375.09,2984472,34,"0"
"9677",367.17,6964940,80,"0"
"9678",322.54,1113175,12,"0"
"9679",848.67,7392443,85,"0"
"9680",84.85,4898470,56,"0"
"9681",674.28,8717277,100,"0"
"9682",604.18,2690320,31,"0"
"9683",17.72,4966501,57,"0"
"9684",565.19,6119021,70,"0"
"9685",543.13,9362725,108,"0"
"9686",100.42,9230878,106,"0"
"9687",67.71,2710082,31,"0"
"9688",551.9,6589360,76,"0"
"9689",906.28,6888096,79,"0"
"9690",629.34,707563,8,"0"
"9691",557.63,6886090,79,"0"
"9692",72,2002439,23,"0"
"9693",296.97,2929859,33,"0"
"9694",115.18,9066948,104,"0"
"9695",103.32,154096,1,"0"
"9696",653.19,1861175,21,"0"
"9697",583.97,9289511,107,"0"
"9698",896.44,6675442,77,"0"
"9699",163.75,7837136,90,"0"
"9700",848.84,7889763,91,"0"
"9701",412.13,5490087,63,"0"
"9702",234.23,7753215,89,"0"
"9703",274.64,808015,9,"0"
"9704",15.15,5898179,68,"0"
"9705",176.27,2288914,26,"0"
"9706",393.92,5740439,66,"0"
"9707",481.15,1190226,13,"0"
"9708",209.71,4791532,55,"0"
"9709",391.81,1591020,18,"0"
"9710",853.61,4912120,56,"0"
"9711",23.79,7373147,85,"0"
"9712",116.21,7543639,87,"0"
"9713",307.33,8605244,99,"0"
"9714",25.23,1590770,18,"0"
"9715",136.37,6701158,77,"0"
"9716",621.91,8506726,98,"0"
"9717",732.23,8505203,98,"0"
"9718",251.68,6009634,69,"0"
"9719",214.74,6634223,76,"0"
"9720",478.01,7561979,87,"0"
"9721",721.76,6861475,79,"0"
"9722",992.19,6870632,79,"0"
"9723",427.09,313483,3,"0"
"9724",232.6,4883445,56,"0"
"9725",577.05,2188375,25,"0"
"9726",597.47,4264274,49,"0"
"9727",450.24,6347048,73,"0"
"9728",297.35,7306593,84,"0"
"9729",816.83,987822,11,"0"
"9730",123.72,2189906,25,"0"
"9731",633.06,7393635,85,"0"
"9732",819.62,1442055,16,"0"
"9733",442.3,5937549,68,"0"
"9734",217.86,2485355,28,"0"
"9735",263.19,2379529,27,"0"
"9736",214.04,7586939,87,"0"
"9737",655.09,2482140,28,"0"
"9738",41.84,1053499,12,"0"
"9739",569.74,2578690,29,"0"
"9740",960.73,4427357,51,"0"
"9741",37.18,1858960,21,"0"
"9742",585.81,3437972,39,"0"
"9743",422.49,396331,4,"0"
"9744",486.86,2554178,29,"0"
"9745",880.24,6091683,70,"0"
"9746",563.45,4174950,48,"0"
"9747",102.04,2629307,30,"0"
"9748",934.11,5796463,67,"0"
"9749",413.07,3428255,39,"0"
"9750",479.76,1755585,20,"0"
"9751",48.65,978600,11,"0"
"9752",765.51,3593534,41,"0"
"9753",955.23,5301713,61,"0"
"9754",928,6064183,70,"0"
"9755",671.57,5651626,65,"0"
"9756",468.11,2481354,28,"0"
"9757",378.98,4377472,50,"0"
"9758",66.03,5307669,61,"0"
"9759",666.18,1446485,16,"0"
"9760",13.97,5141185,59,"0"
"9761",179.99,3940740,45,"0"
"9762",198.36,5341135,61,"0"
"9763",30.91,4390466,50,"0"
"9764",58.03,1333725,15,"0"
"9765",60.49,5474879,63,"0"
"9766",298.67,6013560,69,"0"
"9767",8.33,6489437,75,"0"
"9768",31.57,8601513,99,"0"
"9769",94.42,5998878,69,"0"
"9770",171.36,1259085,14,"0"
"9771",840.89,5376696,62,"0"
"9772",428.22,4357607,50,"0"
"9773",421.27,8917898,103,"0"
"9774",906.72,5341943,61,"0"
"9775",562.11,4129780,47,"0"
"9776",672.03,3905010,45,"0"
"9777",367.43,7034862,81,"0"
"9778",393.31,8400966,97,"0"
"9779",105.69,1511916,17,"0"
"9780",161.63,6648905,76,"0"
"9781",206.62,2705185,31,"0"
"9782",143.55,799449,9,"0"
"9783",457.82,8768950,101,"0"
"9784",931.09,8958296,103,"0"
"9785",966.26,3499502,40,"0"
"9786",116.44,4036956,46,"0"
"9787",303.96,5312282,61,"0"
"9788",133.75,2627043,30,"0"
"9789",279.59,3004248,34,"0"
"9790",59.14,2299969,26,"0"
"9791",304.95,9121124,105,"0"
"9792",182.48,8322154,96,"0"
"9793",5.79,9290275,107,"0"
"9794",4.35,1685245,19,"0"
